avg_monthly_hours,department,last_evaluation,left,number_project,promotion_last_5years,salary,satisfaction_level,time_spend_company,work_accident
165,technical,0.6900000000000001,nao,4,nao,low,0.58,3,nao
183,technical,0.81,nao,3,nao,low,0.99,2,nao
163,technical,0.64,nao,4,nao,low,0.62,3,nao
162,technical,0.6900000000000001,nao,3,nao,low,0.59,3,nao
219,technical,0.76,nao,5,nao,low,0.13,4,nao
278,technical,0.63,nao,4,nao,low,0.19,6,nao
273,technical,0.99,nao,2,nao,low,0.9400000000000001,4,nao
272,support,0.96,nao,4,nao,low,0.53,2,nao
168,support,0.85,nao,5,nao,low,0.96,2,nao
221,support,0.87,nao,4,nao,low,0.62,3,sim
213,support,0.86,nao,4,nao,low,0.81,3,nao
275,support,0.78,nao,4,nao,low,0.63,3,nao
177,support,0.68,nao,5,nao,medium,0.92,4,nao
249,support,0.74,nao,4,nao,medium,0.8300000000000001,2,nao
246,support,0.37,nao,5,nao,medium,0.49,3,nao
223,support,0.66,nao,4,nao,medium,0.8,3,nao
244,support,0.76,nao,4,nao,medium,0.54,2,nao
169,support,0.72,nao,3,nao,medium,0.37,2,sim
140,technical,0.56,nao,5,nao,medium,0.93,3,nao
253,technical,0.99,nao,5,nao,medium,0.88,2,nao
194,technical,0.87,nao,3,nao,medium,0.79,2,nao
173,management,0.88,nao,4,nao,medium,0.65,3,nao
172,IT,0.7000000000000001,nao,4,nao,medium,0.72,3,nao
167,IT,0.49,nao,3,nao,medium,0.58,3,nao
153,IT,0.51,nao,2,nao,high,0.37,3,nao
243,IT,0.97,nao,4,nao,high,0.87,3,nao
163,IT,0.72,nao,6,nao,high,0.63,4,nao
221,product_mng,0.79,nao,3,nao,high,0.72,3,nao
191,product_mng,0.55,nao,3,nao,high,0.36,3,nao
272,product_mng,0.7000000000000001,nao,4,nao,high,0.96,3,nao
118,product_mng,0.37,nao,2,nao,high,0.52,2,nao
173,IT,0.8300000000000001,nao,5,nao,high,0.16,4,nao
200,RandD,0.55,nao,4,nao,low,0.63,3,sim
132,RandD,0.76,nao,5,nao,low,0.92,3,sim
180,RandD,0.49,nao,4,nao,low,0.8200000000000001,2,nao
145,RandD,0.54,nao,4,nao,low,0.18,5,nao
139,RandD,0.48,nao,4,nao,low,0.73,2,nao
230,marketing,0.61,nao,5,nao,low,0.44,6,nao
247,sales,0.62,nao,4,nao,low,0.73,4,nao
140,accounting,0.9500000000000001,nao,4,nao,low,0.62,2,nao
266,support,0.8,nao,4,nao,medium,0.9400000000000001,3,sim
261,technical,0.74,nao,4,nao,medium,0.76,3,nao
275,management,0.49,nao,4,nao,medium,0.89,3,nao
254,marketing,0.88,nao,5,nao,medium,0.9,2,nao
231,marketing,0.93,nao,5,nao,medium,1.0,2,nao
138,marketing,0.9,nao,3,nao,medium,0.71,3,nao
163,sales,0.97,nao,4,nao,medium,0.73,3,nao
262,sales,0.9,nao,5,nao,medium,0.97,3,nao
201,sales,0.59,nao,4,nao,medium,0.6000000000000001,3,nao
229,sales,0.67,nao,3,nao,medium,0.8200000000000001,3,nao
228,sales,0.48,nao,4,nao,medium,0.9500000000000001,2,nao
228,sales,0.65,nao,5,nao,medium,0.88,3,nao
273,sales,0.49,nao,3,nao,medium,0.79,3,nao
171,sales,0.96,nao,4,nao,medium,0.52,2,nao
148,sales,0.61,nao,3,nao,medium,0.22,5,nao
211,sales,0.96,nao,5,nao,medium,0.59,3,nao
211,sales,0.64,nao,2,nao,medium,0.84,3,nao
175,sales,0.41000000000000003,nao,3,nao,medium,0.54,3,nao
245,sales,0.86,nao,4,nao,medium,1.0,4,nao
273,sales,0.59,nao,3,nao,medium,0.93,2,sim
225,sales,0.55,nao,3,nao,medium,0.96,4,sim
152,sales,0.41000000000000003,nao,5,nao,medium,0.56,3,nao
194,sales,0.66,nao,5,nao,medium,0.49,3,nao
185,sales,0.51,nao,4,nao,high,0.89,3,sim
193,sales,0.91,nao,3,nao,low,0.5700000000000001,2,nao
166,accounting,0.64,nao,3,nao,medium,0.96,2,nao
223,accounting,0.89,nao,5,nao,medium,0.65,3,sim
281,accounting,0.66,nao,5,nao,medium,0.14,4,sim
241,hr,0.49,nao,3,nao,medium,0.64,3,nao
165,hr,0.91,nao,3,nao,medium,0.98,2,sim
143,hr,0.59,nao,4,nao,medium,0.71,2,nao
137,hr,0.49,nao,5,nao,medium,0.96,3,nao
185,technical,0.5700000000000001,nao,4,nao,medium,0.9,3,sim
271,technical,0.96,nao,3,nao,medium,0.52,3,sim
207,technical,0.98,nao,4,nao,medium,0.78,2,sim
184,technical,0.6900000000000001,nao,4,nao,low,0.62,3,nao
253,technical,0.8,nao,4,nao,low,0.6000000000000001,2,nao
152,technical,0.62,nao,3,nao,low,0.8200000000000001,6,nao
225,technical,0.55,nao,3,nao,low,0.52,2,nao
189,technical,0.84,nao,5,nao,low,0.13,5,nao
153,technical,0.93,nao,3,nao,low,0.97,2,nao
245,technical,0.9,nao,4,nao,low,0.63,3,nao
233,technical,0.78,nao,5,nao,high,0.68,3,nao
210,support,0.8300000000000001,nao,4,nao,low,0.74,3,nao
176,support,0.5700000000000001,nao,4,nao,high,0.89,4,nao
191,support,0.9500000000000001,nao,5,nao,high,0.28,3,nao
224,support,0.9,nao,3,nao,low,0.61,3,nao
185,support,0.49,nao,3,nao,low,0.67,3,nao
245,support,0.64,nao,3,nao,high,0.86,4,nao
173,support,0.93,nao,3,nao,low,0.87,2,nao
231,support,0.9500000000000001,nao,4,nao,medium,0.7000000000000001,3,nao
270,support,0.84,nao,3,nao,high,0.68,3,nao
196,support,0.75,nao,5,nao,medium,0.6900000000000001,3,nao
238,support,0.8300000000000001,nao,3,nao,medium,0.97,2,nao
261,technical,0.89,nao,4,nao,medium,0.62,2,nao
201,technical,0.87,nao,3,nao,medium,0.55,2,nao
252,technical,0.73,nao,3,nao,high,0.61,3,nao
191,management,0.81,nao,3,nao,medium,0.15,5,nao
199,IT,0.86,nao,3,nao,medium,0.84,3,nao
234,IT,0.64,nao,5,nao,medium,0.87,2,sim
192,IT,0.86,nao,4,nao,high,0.93,4,nao
237,IT,0.73,nao,6,nao,medium,0.14,5,nao
207,IT,0.7000000000000001,nao,3,nao,high,0.96,3,nao
145,product_mng,0.63,nao,2,nao,low,0.41000000000000003,2,nao
155,product_mng,0.96,nao,6,nao,medium,0.84,5,nao
145,product_mng,0.6900000000000001,nao,5,nao,medium,0.9400000000000001,2,nao
247,product_mng,0.86,nao,6,nao,medium,0.6000000000000001,6,nao
182,IT,0.73,nao,4,nao,medium,0.7000000000000001,3,nao
183,RandD,0.91,nao,4,nao,low,0.29,4,nao
146,RandD,0.51,nao,2,nao,low,0.31,3,nao
241,RandD,0.99,nao,3,nao,low,0.73,3,nao
261,RandD,0.52,nao,5,nao,low,0.51,3,sim
140,RandD,0.77,nao,4,nao,low,0.58,3,nao
257,marketing,0.97,nao,3,nao,low,0.59,3,nao
186,marketing,0.9,nao,3,nao,low,0.9500000000000001,2,nao
159,sales,0.93,nao,3,nao,low,0.84,3,nao
164,accounting,0.37,nao,3,nao,low,0.28,4,sim
217,support,0.52,nao,4,nao,low,0.9400000000000001,6,sim
137,technical,0.59,nao,4,nao,high,0.49,4,nao
164,management,0.5,nao,4,nao,low,0.72,2,sim
249,marketing,0.85,nao,5,nao,low,0.19,3,nao
264,marketing,0.9500000000000001,nao,3,nao,low,0.8300000000000001,2,nao
208,marketing,0.92,nao,4,nao,low,0.79,2,sim
175,sales,0.61,nao,3,nao,high,0.72,3,nao
209,sales,0.74,nao,4,nao,low,0.97,2,nao
268,sales,0.8300000000000001,nao,4,nao,low,0.92,4,nao
264,sales,0.53,nao,3,nao,low,0.9500000000000001,3,nao
234,sales,0.64,nao,4,nao,high,0.76,2,nao
199,sales,0.62,nao,5,nao,low,0.24,4,nao
205,sales,0.99,nao,4,sim,medium,0.89,2,nao
140,sales,0.63,nao,5,sim,high,0.6900000000000001,4,nao
257,sales,0.98,nao,3,sim,medium,0.92,3,nao
227,sales,0.61,nao,4,sim,high,0.79,2,nao
189,sales,0.9400000000000001,nao,4,sim,medium,0.87,3,nao
241,sales,0.88,nao,5,nao,medium,0.89,2,sim
199,sales,0.77,nao,5,nao,medium,0.75,4,nao
206,sales,0.6000000000000001,nao,4,nao,medium,0.78,3,nao
268,sales,0.62,nao,5,nao,medium,0.13,3,nao
221,sales,0.86,nao,3,nao,medium,0.9400000000000001,3,sim
262,sales,0.88,nao,4,nao,medium,0.9400000000000001,2,nao
253,sales,0.6000000000000001,nao,5,nao,medium,0.67,6,nao
241,sales,0.73,nao,5,nao,high,0.6000000000000001,3,nao
252,accounting,0.9400000000000001,nao,4,nao,low,0.62,4,nao
171,accounting,0.52,nao,2,nao,medium,0.38,3,nao
194,accounting,0.77,nao,4,nao,medium,0.8,3,nao
104,hr,0.42,nao,3,nao,medium,0.61,2,nao
176,hr,0.56,nao,4,nao,medium,0.61,3,nao
192,hr,0.8,nao,4,nao,medium,0.66,3,nao
154,hr,0.74,nao,3,nao,medium,0.56,2,nao
186,technical,0.55,nao,4,nao,medium,1.0,4,sim
200,technical,0.86,nao,3,nao,medium,0.73,4,nao
132,technical,0.66,nao,4,nao,medium,0.6000000000000001,4,nao
236,technical,0.59,nao,5,nao,high,0.78,3,nao
211,technical,0.53,nao,3,nao,low,0.48,4,nao
273,technical,0.77,nao,4,nao,low,0.9,2,nao
223,technical,0.76,nao,4,nao,low,0.16,4,nao
204,technical,0.75,nao,3,nao,high,0.5,2,nao
196,technical,0.65,nao,3,nao,low,0.66,3,sim
219,technical,0.37,nao,2,nao,low,0.44,2,nao
261,technical,0.67,nao,4,nao,low,0.9500000000000001,3,nao
254,support,0.65,nao,3,nao,high,0.9,2,nao
185,support,0.48,nao,4,nao,low,0.27,2,nao
98,support,0.74,nao,6,nao,low,0.51,3,nao
260,support,0.76,nao,3,nao,low,0.68,4,nao
137,support,0.93,nao,5,nao,low,0.97,2,sim
159,support,0.75,nao,4,nao,low,0.91,3,sim
265,support,0.88,nao,5,nao,low,0.76,4,nao
177,support,0.61,nao,4,nao,low,0.88,4,sim
247,support,0.73,nao,4,nao,medium,0.8300000000000001,2,nao
161,support,0.54,nao,3,nao,medium,0.78,3,nao
103,support,0.38,nao,2,nao,medium,0.52,3,nao
151,technical,0.49,nao,4,nao,medium,0.63,3,nao
193,technical,0.74,nao,3,nao,medium,0.9,3,nao
194,technical,0.58,nao,3,nao,medium,0.48,3,nao
208,management,0.6000000000000001,nao,5,nao,medium,0.7000000000000001,3,nao
229,IT,0.66,nao,4,nao,medium,0.68,3,nao
166,IT,0.87,nao,3,nao,medium,0.7000000000000001,2,nao
141,IT,0.5,nao,3,nao,medium,0.77,3,nao
249,IT,0.93,nao,3,nao,medium,0.73,2,nao
264,IT,0.48,nao,4,nao,medium,0.87,3,nao
252,product_mng,0.98,nao,3,nao,high,0.65,2,nao
134,product_mng,0.7000000000000001,nao,2,nao,low,0.62,3,nao
274,product_mng,0.51,nao,3,nao,medium,0.53,2,sim
200,product_mng,0.39,nao,5,nao,medium,0.59,4,nao
154,IT,0.72,nao,2,nao,medium,0.87,3,nao
111,RandD,0.53,nao,3,nao,medium,0.47000000000000003,4,nao
247,RandD,0.81,nao,3,nao,low,0.96,3,nao
169,RandD,0.74,nao,3,nao,low,0.79,3,nao
250,RandD,0.6000000000000001,nao,3,nao,low,0.84,3,sim
178,RandD,0.49,nao,3,nao,low,0.68,3,sim
251,RandD,0.66,nao,4,nao,low,0.86,3,nao
272,marketing,0.98,nao,5,nao,low,0.73,2,nao
229,sales,0.67,nao,2,nao,low,0.9,4,nao
180,accounting,0.64,nao,3,nao,low,0.63,3,nao
271,support,0.72,nao,3,nao,low,0.71,2,nao
226,technical,0.68,nao,5,nao,low,0.71,3,nao
150,management,0.62,nao,4,nao,low,0.9500000000000001,2,nao
260,marketing,0.86,nao,4,nao,low,0.51,3,sim
161,marketing,0.91,nao,4,nao,low,0.77,3,nao
136,marketing,0.51,nao,3,nao,low,0.48,3,nao
238,sales,0.91,nao,2,nao,low,0.93,2,sim
98,sales,0.86,nao,4,nao,low,0.8300000000000001,4,nao
156,sales,0.73,nao,5,nao,low,0.61,4,nao
248,sales,0.89,nao,4,nao,low,0.97,2,nao
170,sales,0.81,nao,3,nao,low,0.5,2,nao
245,sales,0.54,nao,3,nao,low,0.84,3,nao
203,sales,0.38,nao,4,nao,low,0.58,5,nao
182,sales,0.72,nao,3,nao,medium,0.59,3,nao
175,sales,0.8300000000000001,nao,3,sim,medium,0.77,3,nao
145,sales,0.4,nao,4,sim,medium,0.78,5,sim
220,sales,0.96,nao,4,sim,medium,0.6000000000000001,3,sim
259,sales,0.77,nao,4,sim,medium,0.53,2,sim
228,sales,0.6900000000000001,nao,3,sim,medium,0.73,2,nao
189,sales,0.9400000000000001,nao,3,nao,medium,0.76,3,nao
257,sales,0.61,nao,6,nao,medium,0.12,3,nao
180,sales,0.98,nao,3,nao,medium,0.2,6,nao
180,sales,0.77,nao,4,nao,medium,0.5,3,nao
215,sales,0.65,nao,5,nao,medium,0.79,2,sim
132,sales,0.68,nao,3,nao,medium,0.96,2,nao
213,accounting,0.6900000000000001,nao,5,nao,high,0.26,2,nao
173,accounting,0.72,nao,4,nao,low,0.8,3,nao
186,accounting,0.71,nao,3,nao,medium,0.43,2,nao
157,hr,0.71,nao,4,nao,medium,0.87,2,nao
175,hr,0.75,nao,4,nao,medium,0.63,4,nao
135,hr,0.48,nao,3,nao,medium,0.58,3,sim
256,hr,0.42,nao,4,nao,low,0.2,5,nao
268,technical,0.71,nao,4,nao,low,0.62,3,nao
159,technical,0.9400000000000001,nao,5,nao,low,0.91,3,nao
191,technical,0.91,nao,3,nao,low,0.66,4,nao
275,technical,0.81,nao,3,nao,low,0.53,2,nao
217,technical,0.98,nao,5,nao,low,0.52,2,sim
201,technical,0.88,nao,6,nao,low,1.0,4,nao
205,technical,0.67,nao,4,nao,low,0.73,3,nao
240,technical,0.67,nao,3,nao,low,0.65,2,sim
137,technical,0.9500000000000001,nao,5,nao,low,0.5,3,nao
241,technical,0.59,nao,4,nao,low,0.9400000000000001,2,nao
198,technical,0.86,nao,5,nao,low,0.48,4,nao
254,support,0.87,nao,5,nao,low,0.67,2,nao
262,support,0.9400000000000001,nao,4,nao,low,0.73,3,nao
244,support,0.71,nao,4,nao,low,0.63,2,nao
266,support,0.84,nao,4,nao,low,0.84,3,nao
191,support,0.9400000000000001,nao,6,nao,low,0.2,5,nao
148,support,0.5700000000000001,nao,3,nao,low,0.76,3,sim
233,support,0.54,nao,3,nao,low,0.55,2,nao
178,support,0.55,nao,4,nao,low,0.8,2,sim
165,support,0.91,nao,3,nao,low,0.64,3,sim
179,support,0.97,nao,5,nao,medium,0.59,6,nao
149,support,0.98,nao,3,nao,medium,0.92,3,nao
269,technical,0.76,nao,3,nao,medium,0.75,2,sim
227,technical,0.74,nao,5,nao,medium,0.6900000000000001,2,nao
247,technical,0.93,nao,3,nao,medium,0.8200000000000001,3,nao
220,management,0.85,nao,3,nao,medium,0.88,3,nao
233,IT,0.91,nao,3,nao,medium,0.89,2,nao
171,IT,0.79,nao,5,nao,medium,1.0,5,nao
234,IT,0.91,nao,4,nao,medium,0.66,2,sim
176,IT,0.92,nao,3,nao,medium,0.76,2,nao
190,IT,0.62,nao,5,nao,medium,0.8,4,sim
168,product_mng,0.86,nao,4,nao,medium,0.58,2,nao
205,product_mng,0.93,nao,3,nao,high,0.73,3,nao
189,product_mng,0.73,nao,5,nao,low,1.0,3,sim
282,product_mng,0.9,nao,4,nao,medium,0.18,4,nao
152,IT,0.46,nao,2,nao,medium,0.47000000000000003,2,nao
217,RandD,0.64,nao,4,nao,medium,0.92,4,nao
130,RandD,0.5,nao,4,nao,medium,0.51,3,nao
153,RandD,0.62,nao,4,nao,low,0.81,4,nao
270,RandD,0.5700000000000001,nao,3,nao,low,0.52,3,nao
220,RandD,0.96,nao,3,nao,low,0.9500000000000001,3,nao
253,RandD,0.64,nao,4,nao,low,0.93,3,nao
209,marketing,0.67,nao,4,nao,low,0.98,6,nao
231,sales,0.79,nao,4,nao,low,0.79,2,nao
240,accounting,0.73,nao,4,nao,low,0.99,4,nao
266,support,0.9,nao,5,nao,low,0.64,3,nao
153,technical,0.44,nao,3,nao,low,0.54,2,nao
187,management,0.59,nao,4,nao,low,0.79,2,nao
185,marketing,0.98,nao,4,nao,low,0.55,2,sim
147,marketing,0.81,nao,4,nao,low,0.18,4,nao
188,marketing,0.81,nao,4,nao,low,0.56,3,sim
252,sales,0.67,nao,2,nao,low,0.92,2,nao
163,sales,0.75,nao,4,nao,low,0.99,2,nao
189,sales,0.85,nao,4,nao,low,0.77,2,nao
156,sales,0.52,nao,3,nao,low,0.49,2,nao
183,sales,0.58,nao,3,nao,low,0.98,3,nao
209,sales,0.54,nao,6,nao,low,0.18,5,sim
271,sales,0.8200000000000001,nao,4,nao,low,0.8,4,nao
251,sales,0.77,nao,5,nao,low,0.81,2,nao
198,sales,0.61,nao,5,nao,medium,0.13,5,nao
274,sales,0.97,nao,3,sim,medium,0.58,4,sim
209,sales,0.63,nao,4,sim,medium,0.75,3,nao
271,sales,0.9400000000000001,nao,4,sim,medium,0.8,4,nao
143,sales,0.6000000000000001,nao,4,sim,medium,0.78,2,nao
236,sales,0.6000000000000001,nao,5,sim,medium,0.92,3,sim
222,sales,0.98,nao,5,sim,medium,0.85,3,nao
233,sales,0.63,nao,3,sim,medium,0.52,3,nao
270,sales,0.84,nao,3,sim,medium,0.9500000000000001,3,sim
258,sales,0.92,nao,5,sim,medium,0.81,3,nao
202,sales,0.8200000000000001,nao,6,sim,medium,0.16,4,sim
150,accounting,0.74,nao,3,nao,medium,0.91,2,nao
193,accounting,0.51,nao,4,nao,high,0.62,3,nao
210,accounting,0.42,nao,5,nao,low,0.24,5,nao
208,hr,0.51,nao,3,nao,medium,0.88,3,nao
196,hr,0.73,nao,3,nao,medium,0.9400000000000001,3,nao
187,hr,0.79,nao,5,nao,medium,0.76,4,nao
140,hr,0.67,nao,3,nao,medium,0.49,2,nao
256,technical,0.9,nao,4,nao,low,0.93,4,nao
113,technical,0.66,nao,4,nao,low,0.92,3,nao
196,technical,0.9400000000000001,nao,4,nao,low,0.19,5,nao
170,technical,0.76,nao,3,nao,low,0.66,3,nao
261,technical,0.9400000000000001,nao,4,nao,low,0.16,6,nao
132,technical,0.99,nao,5,nao,low,0.8300000000000001,3,nao
153,technical,0.53,nao,3,nao,low,0.6900000000000001,3,nao
147,technical,0.53,nao,3,nao,low,0.8200000000000001,3,sim
244,technical,0.72,nao,5,nao,low,0.88,2,nao
108,technical,0.42,nao,4,nao,low,0.31,4,nao
218,technical,0.49,nao,4,nao,low,0.8300000000000001,2,nao
133,support,0.52,nao,5,nao,low,0.9400000000000001,3,nao
233,support,0.79,nao,5,nao,low,0.65,3,nao
147,support,0.6000000000000001,nao,4,nao,low,0.6000000000000001,3,nao
176,support,0.43,nao,3,nao,low,0.52,3,nao
169,support,0.89,nao,4,nao,low,0.66,4,nao
144,support,0.87,nao,4,nao,low,0.87,3,nao
151,support,0.99,nao,5,nao,low,0.2,3,sim
252,support,0.91,nao,4,nao,medium,0.63,3,sim
180,support,0.98,nao,4,nao,medium,0.6900000000000001,3,nao
251,support,0.61,nao,3,nao,medium,0.48,3,nao
263,support,0.8,nao,4,nao,medium,0.8,4,nao
260,technical,0.74,nao,5,nao,medium,0.89,6,nao
227,technical,0.63,nao,3,nao,medium,0.67,3,nao
260,technical,0.86,nao,6,nao,medium,0.37,3,nao
158,management,0.61,nao,5,nao,medium,0.93,3,nao
186,IT,0.52,nao,3,nao,medium,0.6900000000000001,3,nao
171,IT,0.61,nao,4,nao,medium,0.16,6,nao
199,IT,0.55,nao,3,nao,medium,0.81,2,sim
258,IT,0.63,nao,5,nao,medium,0.97,2,nao
273,IT,0.59,nao,4,nao,high,0.77,2,nao
259,product_mng,0.78,nao,2,nao,low,0.75,3,nao
265,product_mng,0.8200000000000001,nao,3,nao,medium,0.88,3,nao
168,product_mng,0.51,nao,5,nao,medium,0.43,4,nao
163,product_mng,0.99,nao,4,nao,medium,0.99,4,nao
265,IT,0.65,nao,5,nao,medium,0.59,3,nao
190,RandD,0.71,nao,4,nao,low,0.89,3,nao
157,RandD,0.73,nao,3,nao,low,0.54,3,nao
266,RandD,0.86,nao,4,nao,low,0.32,4,nao
240,RandD,0.55,nao,6,nao,low,0.17,6,nao
143,RandD,0.55,nao,3,nao,low,0.78,3,nao
121,RandD,0.68,nao,3,nao,low,0.73,5,nao
170,IT,0.76,nao,2,nao,low,0.65,5,nao
161,IT,0.71,nao,4,nao,low,0.8,4,nao
239,IT,0.86,nao,3,nao,low,0.61,3,nao
224,IT,0.49,nao,3,nao,low,0.67,3,nao
242,product_mng,0.5700000000000001,nao,3,nao,low,0.63,3,nao
140,product_mng,0.58,nao,4,nao,low,0.51,2,sim
170,product_mng,0.59,nao,5,nao,low,0.8200000000000001,3,nao
156,product_mng,0.67,nao,5,nao,low,0.79,2,nao
113,IT,0.6000000000000001,nao,2,nao,low,0.49,5,nao
138,RandD,0.59,nao,3,nao,low,0.7000000000000001,3,nao
137,RandD,0.5,nao,3,nao,low,0.13,5,nao
217,RandD,0.52,nao,5,nao,low,0.8300000000000001,3,nao
155,RandD,0.91,nao,3,nao,low,0.8300000000000001,3,nao
280,RandD,0.8300000000000001,nao,5,nao,low,0.19,4,nao
248,RandD,0.81,nao,5,nao,low,0.8,2,sim
190,marketing,0.67,nao,2,nao,medium,0.49,8,nao
176,sales,0.99,nao,3,nao,medium,0.92,8,nao
217,accounting,0.55,nao,4,nao,medium,0.81,8,nao
269,support,0.91,nao,3,nao,medium,0.62,8,nao
238,technical,0.7000000000000001,nao,3,nao,medium,0.21,8,nao
243,management,0.74,nao,5,nao,medium,0.9500000000000001,6,nao
198,marketing,0.8,nao,4,nao,medium,0.51,6,nao
188,marketing,0.89,nao,3,nao,medium,0.52,6,nao
257,marketing,0.56,nao,3,nao,medium,0.64,6,nao
268,sales,0.79,nao,4,nao,medium,0.62,6,nao
233,sales,0.88,nao,5,nao,medium,0.73,4,sim
214,sales,0.86,nao,4,nao,medium,0.32,5,nao
285,sales,0.96,nao,2,nao,high,0.78,3,nao
224,sales,0.91,nao,4,nao,low,0.65,2,sim
224,sales,0.92,nao,4,nao,medium,0.56,3,nao
142,sales,0.89,nao,3,nao,medium,0.96,4,nao
220,sales,0.8200000000000001,nao,4,nao,medium,0.79,3,nao
244,sales,0.58,nao,4,nao,medium,0.66,3,nao
171,sales,0.68,nao,4,nao,low,0.67,3,nao
274,sales,0.8200000000000001,nao,4,nao,low,0.86,2,sim
214,sales,0.72,nao,4,nao,low,0.5700000000000001,2,sim
171,sales,0.87,nao,5,nao,low,0.86,2,nao
150,sales,0.59,nao,5,nao,low,0.52,2,nao
260,sales,0.61,nao,4,nao,low,0.73,2,sim
259,sales,0.63,nao,5,nao,low,0.78,3,nao
153,sales,0.63,nao,3,nao,low,0.9500000000000001,2,nao
263,sales,0.61,nao,3,nao,low,0.75,3,nao
149,sales,0.52,nao,2,nao,low,0.8300000000000001,2,sim
261,accounting,1.0,nao,4,nao,low,0.48,3,nao
189,accounting,0.58,nao,2,nao,low,0.30000000000000004,4,sim
237,accounting,0.85,nao,5,nao,low,0.72,4,nao
224,hr,0.52,nao,3,nao,low,0.61,3,nao
240,hr,0.87,nao,6,nao,low,0.31,3,sim
245,hr,0.81,nao,3,nao,low,0.62,2,sim
268,hr,0.49,nao,3,nao,low,0.48,3,nao
208,technical,0.89,nao,4,nao,low,0.97,2,sim
153,technical,0.8300000000000001,nao,4,nao,low,0.61,2,nao
169,technical,0.99,nao,3,nao,low,0.93,3,nao
218,technical,0.39,nao,5,nao,low,0.89,2,nao
155,technical,0.9,nao,3,nao,medium,0.9500000000000001,3,nao
155,technical,0.44,nao,5,nao,medium,0.36,3,nao
105,technical,0.39,nao,6,nao,medium,0.29,6,nao
251,technical,0.8300000000000001,nao,4,nao,medium,0.65,2,nao
219,technical,0.54,nao,4,nao,medium,0.72,2,nao
198,technical,0.56,nao,4,nao,medium,0.51,2,sim
158,technical,0.53,nao,4,nao,medium,0.54,2,nao
157,support,0.58,nao,3,nao,medium,0.66,2,nao
178,support,0.54,nao,4,nao,medium,0.59,2,nao
145,support,0.48,nao,3,nao,medium,0.45,2,nao
230,support,0.91,nao,5,nao,medium,0.15,3,nao
174,support,0.53,nao,3,nao,medium,0.9500000000000001,3,nao
140,support,0.59,nao,5,nao,high,0.49,3,nao
174,support,0.97,nao,3,nao,low,0.68,2,nao
173,support,0.76,nao,4,nao,medium,0.7000000000000001,2,nao
203,support,0.73,nao,2,nao,medium,0.9,4,nao
170,support,0.9500000000000001,nao,5,nao,medium,0.9400000000000001,3,nao
203,support,0.86,nao,3,nao,medium,0.8,3,nao
169,technical,0.53,nao,5,nao,low,0.59,3,nao
109,technical,0.96,nao,3,nao,low,0.43,6,nao
263,technical,0.54,nao,5,nao,low,0.7000000000000001,3,nao
185,management,0.62,nao,4,nao,low,0.51,3,nao
191,IT,0.49,nao,4,nao,low,0.12,5,nao
259,IT,0.56,nao,5,nao,low,0.14,4,sim
253,IT,0.91,nao,4,nao,low,0.86,3,nao
216,IT,0.5,nao,3,nao,low,0.97,3,nao
264,IT,0.86,nao,2,nao,medium,1.0,3,nao
181,product_mng,0.63,nao,3,nao,medium,0.49,3,sim
209,product_mng,0.93,nao,3,nao,medium,0.9,3,nao
239,product_mng,0.89,nao,4,nao,medium,0.8200000000000001,2,nao
197,product_mng,0.48,nao,3,nao,medium,0.59,3,nao
150,IT,0.5700000000000001,nao,4,nao,medium,0.97,2,nao
164,management,0.88,nao,3,nao,medium,0.6900000000000001,10,nao
216,management,0.84,nao,3,nao,medium,0.73,8,nao
271,management,0.74,nao,2,nao,medium,0.48,8,sim
176,management,0.49,nao,4,nao,medium,0.9400000000000001,8,nao
156,management,0.73,nao,3,nao,medium,0.74,8,nao
143,management,0.63,nao,4,nao,medium,0.65,8,nao
233,IT,0.9400000000000001,nao,4,nao,medium,0.93,6,nao
138,IT,0.67,nao,3,nao,medium,0.5700000000000001,6,sim
259,IT,0.49,nao,3,nao,medium,0.9,6,nao
169,IT,0.86,nao,4,nao,medium,0.55,6,nao
172,product_mng,0.73,nao,3,nao,medium,0.59,6,nao
156,product_mng,0.98,nao,4,nao,medium,0.72,3,nao
140,product_mng,0.52,nao,4,nao,medium,0.87,3,nao
212,product_mng,0.8200000000000001,nao,4,nao,medium,0.86,2,nao
269,IT,0.5,nao,4,nao,medium,0.61,3,nao
111,management,0.63,nao,5,nao,medium,0.45,5,nao
198,management,0.63,nao,4,nao,medium,0.51,2,nao
263,management,0.92,nao,4,nao,medium,0.87,3,nao
191,management,0.38,nao,5,nao,medium,0.29,5,nao
188,management,0.64,nao,3,nao,medium,0.5700000000000001,3,nao
252,management,0.8300000000000001,nao,4,nao,medium,0.6900000000000001,3,nao
142,marketing,0.9,nao,2,nao,high,0.61,3,nao
247,sales,0.85,nao,4,nao,high,0.96,3,nao
269,accounting,0.61,nao,6,nao,high,0.16,2,nao
244,support,0.8200000000000001,nao,4,nao,high,0.96,3,nao
164,technical,0.81,nao,4,nao,high,0.77,3,nao
232,management,0.87,nao,6,nao,high,0.85,5,nao
177,marketing,0.49,nao,3,nao,high,0.37,3,nao
173,marketing,0.65,nao,3,nao,high,0.68,3,sim
165,marketing,0.6000000000000001,nao,5,nao,high,0.87,2,sim
225,sales,0.8,nao,3,nao,high,0.9500000000000001,2,nao
121,sales,0.63,nao,3,nao,low,0.84,3,sim
219,sales,0.51,nao,2,nao,low,0.44,4,nao
204,sales,0.73,nao,4,nao,low,0.9400000000000001,2,nao
